,datetime,symbol,Open,High,Low,Close,Volume,Dividends,Stock Splits,change_in_price,down_days,up_days,RSI,low_14,high_14,k_percent,r_percent,MACD,MACD_EMA,Price_Rate_Of_Change,On Balance Volume,Prediction
256,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
264,2022-01-21,AMD,120.13999938964844,125.0199966430664,118.38999938964844,118.80999755859376,95685300.0,0.0,0.0,-3.0800018310546733,3.0800018310546733,0.0,17.357831973144926,118.38999938964844,152.4199981689453,1.2341997767006816,-98.76580022329932,-2.1978004701927887,-1.1767976692337894,-0.09992426091974416,-311159900.0,-1.0
265,2022-01-24,AMD,115.4000015258789,116.7699966430664,107.5,116.52999877929688,116210100.0,0.0,0.0,-2.279998779296889,2.279998779296889,0.0,15.716539285528128,107.5,152.4199981689453,20.102402376186234,-79.89759762381377,-2.7490425194644956,-1.5027137934646182,-0.1171969789447207,-427370000.0,-1.0
266,2022-01-25,AMD,114.0999984741211,114.81999969482422,109.86000061035156,111.12999725341795,85102900.0,0.0,0.0,-5.4000015258789205,5.4000015258789205,0.0,12.489272484892396,107.5,143.75999450683594,10.011025381522346,-89.98897461847766,-3.4602774187753766,-1.9055657942815483,-0.1906634678513056,-512472900.0,-1.0
267,2022-01-26,AMD,114.5500030517578,117.16000366210938,108.62999725341795,110.70999908447266,94752600.0,0.0,0.0,-0.4199981689452983,0.4199981689452983,0.0,12.26328407937865,107.5,141.25,9.5111083984375,-90.4888916015625,-3.985742813049967,-2.3311852972091645,-0.19466066704450125,-607225500.0,-1.0
268,2022-01-27,AMD,111.95999908447266,112.75,101.94000244140624,102.5999984741211,125954100.0,0.0,0.0,-8.110000610351562,8.110000610351562,0.0,8.739802344264248,101.94000244140624,141.25,1.6789521081274472,-98.32104789187255,-4.850568935471458,-2.8443055780846107,-0.2270604623456577,-733179600.0,-1.0
269,2022-01-28,AMD,101.5500030517578,105.4000015258789,99.3499984741211,105.23999786376952,98749500.0,0.0,0.0,2.6399993896484233,0.0,2.6399993896484233,17.629145162574787,99.3499984741211,141.25,14.057277267664425,-85.94272273233557,-5.286844697668144,-3.3399564843590888,-0.231151416498933,-634430100.0,1.0
270,2022-01-31,AMD,107.93000030517578,114.30999755859376,106.9000015258789,114.25,97206000.0,0.0,0.0,9.010002136230483,0.0,9.010002136230483,40.46546778328005,99.3499984741211,141.25,35.560861535234416,-64.43913846476558,-4.97199417412682,-3.6701711380665913,-0.1340104120162421,-537224100.0,1.0
271,2022-02-01,AMD,116.75,117.26000213623048,112.7300033569336,116.77999877929688,122467900.0,0.0,0.0,2.529998779296875,0.0,2.529998779296875,45.37237909087846,99.3499984741211,141.25,41.599044559486245,-58.400955440513755,-4.501757709718987,-3.8380367392893384,-0.08957671404421186,-414756200.0,1.0
272,2022-02-02,AMD,129.88999938964844,130.05999755859375,120.63999938964844,122.76000213623048,180065000.0,0.0,0.0,5.980003356933608,0.0,5.980003356933608,55.398213738359566,99.3499984741211,141.25,55.871128423827265,-44.12887157617273,-3.6829391420316426,-3.806786634765629,0.007137605635724853,-234691200.0,1.0
273,2022-02-03,AMD,120.31999969482422,125.37000274658205,118.81999969482422,120.08000183105467,103599500.0,0.0,0.0,-2.6800003051758097,2.6800003051758097,0.0,50.596360812011326,99.3499984741211,137.0,55.05976764087171,-44.94023235912829,-3.1863185860382828,-3.681956155933564,0.010689372094587979,-338290700.0,-1.0
274,2022-02-04,AMD,120.33999633789062,124.95999908447266,118.58000183105467,123.5999984741211,86212000.0,0.0,0.0,3.5199966430664205,0.0,3.5199966430664205,56.33258234101444,99.3499984741211,136.38999938964844,65.46976080077333,-34.53023919922668,-2.5210067012060478,-3.4486645766533317,0.060671069843693415,-252078700.0,1.0
275,2022-02-07,AMD,123.55999755859376,127.62999725341795,122.79000091552734,123.66999816894533,81672500.0,0.0,0.0,0.06999969482423296,0.0,0.06999969482423296,56.448612469722384,99.3499984741211,134.57000732421875,69.0516569667381,-30.9483430332619,-1.9691282049641927,-3.1516351568944674,0.11284082808831064,-170406200.0,1.0
276,2022-02-08,AMD,122.37999725341795,128.7100067138672,122.0500030517578,128.22999572753906,84902800.0,0.0,0.0,4.559997558593736,0.0,4.559997558593736,63.698819145681114,99.3499984741211,130.05999755859375,94.04102284073346,-5.958977159266535,-1.1962549537243206,-2.75937357838468,0.15825125813340946,-85503400.0,1.0
277,2022-02-09,AMD,129.60000610351562,132.9600067138672,127.6500015258789,132.85000610351562,92948900.0,0.0,0.0,4.6200103759765625,0.0,4.6200103759765625,69.61263367266938,99.3499984741211,132.9600067138672,99.67271471769091,-0.32728528230909326,-0.2526232688353076,-2.2568083884063967,0.2948343867375838,7445500.0,1.0
278,2022-02-10,AMD,128.83999633789062,131.75999450683594,124.61000061035156,125.7699966430664,108939900.0,0.0,0.0,-7.080009460449219,7.080009460449219,0.0,54.0444807319935,99.3499984741211,132.9600067138672,78.60753255544249,-21.392467444557514,-0.02015443094596492,-1.8086106564175197,0.19507790950235915,-101494400.0,-1.0
279,2022-02-11,AMD,126.13999938964844,127.16999816894533,111.80999755859376,113.18000030517578,164723200.0,0.0,0.0,-12.589996337890625,12.589996337890625,0.0,37.04546575729345,99.3499984741211,132.9600067138672,41.14846307802978,-58.85153692197023,-0.7461097935170926,-1.5957811461220142,-0.009365424024719626,-266217600.0,-1.0
280,2022-02-14,AMD,115.51000213623048,118.37000274658205,113.45999908447266,114.2699966430664,135146400.0,0.0,0.0,1.089996337890625,0.0,1.089996337890625,38.96329882809666,99.3499984741211,132.9600067138672,44.39153380302184,-55.608466196978156,-1.2250095426585546,-1.5215349130446296,-0.02149342492265427,-131071200.0,1.0
281,2022-02-15,AMD,117.19000244140624,121.87999725341795,114.36000061035156,121.47000122070312,143975900.0,0.0,0.0,7.200004577636719,0.0,7.200004577636719,50.46477466630902,99.3499984741211,132.9600067138672,65.81373794613845,-34.18626205386156,-1.0582628424814118,-1.4287886474794762,-0.01050831617040704,12904700.0,1.0
282,2022-02-16,AMD,119.0500030517578,119.54000091552734,114.22000122070312,117.69000244140624,119109600.0,0.0,0.0,-3.779998779296889,3.779998779296889,0.0,45.294487536002265,99.3499984741211,132.9600067138672,54.56709155339288,-45.432908446607115,-1.1939809411979354,-1.3817898699553315,-0.019903392348469717,-106204900.0,-1.0
283,2022-02-17,AMD,116.26000213623048,116.9800033569336,112.26000213623048,112.37000274658205,98179600.0,0.0,0.0,-5.31999969482419,5.31999969482419,0.0,38.83347691814077,106.9000015258789,132.9600067138672,20.990023529329157,-79.00997647067084,-1.6802196676728016,-1.441513683963163,-0.09085757173282116,-204384500.0,-1.0
284,2022-02-18,AMD,113.9000015258789,115.63999938964844,109.88999938964844,113.83000183105467,114321200.0,0.0,0.0,1.4599990844726278,0.0,1.4599990844726278,41.476926976437724,109.88999938964844,132.9600067138672,17.07846203095933,-82.92153796904067,-1.9322833142591662,-1.5397174052248446,-0.07956656006777207,-90063300.0,1.0
285,2022-02-22,AMD,115.2699966430664,119.1999969482422,113.61000061035156,115.6500015258789,141648500.0,0.0,0.0,1.819999694824233,0.0,1.819999694824233,44.90192540527129,109.88999938964844,132.9600067138672,24.967491580220067,-75.03250841977993,-1.9709220631205397,-1.6259933344787045,-0.09810492568673179,51585200.0,1.0
286,2022-02-23,AMD,117.4000015258789,118.6500015258789,109.04000091552734,109.76000213623048,120299400.0,0.0,0.0,-5.889999389648423,5.889999389648423,0.0,36.84904373916297,109.04000091552734,132.9600067138672,3.010037818440289,-96.9899621815597,-2.421382577380541,-1.7851228235307035,-0.17380506515967786,-68714200.0,-1.0
287,2022-02-24,AMD,104.55999755859376,116.95999908447266,104.26000213623048,116.61000061035156,142956600.0,0.0,0.0,6.8499984741210795,0.0,6.8499984741210795,49.09902868143161,104.26000213623048,132.9600067138672,43.03134670488626,-56.96865329511374,-2.228564833065704,-1.873834256242373,-0.07283132922958402,74242400.0,1.0
288,2022-02-25,AMD,117.16000366210938,121.2300033569336,116.04000091552734,121.05999755859376,127821000.0,0.0,0.0,4.449996948242202,0.0,4.449996948242202,55.560636543803675,104.26000213623048,132.9600067138672,58.536560079345726,-41.46343992065428,-1.714584817100345,-1.8419777520769076,0.06962358395626933,202063400.0,1.0
289,2022-02-28,AMD,120.30999755859376,124.61000061035156,119.1999969482422,123.33999633789062,124666100.0,0.0,0.0,2.279998779296861,0.0,2.279998779296861,58.66289112963695,104.26000213623048,132.9600067138672,66.48080543000137,-33.51919456999864,-1.1190785037883018,-1.6973738759791355,0.07937341350551752,326729500.0,1.0
290,2022-03-01,AMD,122.33000183105467,122.43000030517578,112.8000030517578,113.83000183105467,126552200.0,0.0,0.0,-9.509994506835952,9.509994506835952,0.0,43.910267905218134,104.26000213623048,132.9600067138672,33.34494135335859,-66.65505864664141,-1.3666011940890286,-1.631210544985929,-0.06289618270248531,200177300.0,-1.0
291,2022-03-02,AMD,115.47000122070312,119.4800033569336,113.30999755859376,118.27999877929688,118354500.0,0.0,0.0,4.449996948242202,0.0,4.449996948242202,50.6156357717047,104.26000213623048,131.75999450683594,50.98182011880217,-49.01817988119784,-1.203645290187552,-1.5456883997518773,0.005013138972313147,318531800.0,1.0
292,2022-03-03,AMD,118.12999725341795,118.26000213623048,111.0500030517578,111.9800033569336,123916700.0,0.0,0.0,-6.299995422363281,6.299995422363281,0.0,42.346100648332005,104.26000213623048,127.16999816894533,33.69708667639733,-66.30291332360267,-1.546532127360038,-1.5458571596300121,-0.0034706717105630336,194615100.0,-1.0
293,2022-03-04,AMD,112.0,113.0,106.80999755859376,108.41000366210938,100609400.0,0.0,0.0,-3.5699996948242188,3.5699996948242188,0.0,38.259080490169026,104.26000213623048,124.61000061035156,20.393129420409608,-79.60687057959039,-2.0724400747545104,-1.6511809106179678,-0.04761484741948441,94005700.0,-1.0
294,2022-03-07,AMD,108.52999877929688,109.52999877929688,102.81999969482422,102.9499969482422,92600000.0,0.0,0.0,-5.460006713867173,5.460006713867173,0.0,32.691120944922844,102.81999969482422,124.61000061035156,0.5965913169161373,-99.40340868308385,-2.8824136358514068,-1.8974408633317894,-0.10981413238282434,1405700.0,-1.0
295,2022-03-08,AMD,102.80999755859376,109.9000015258789,100.08000183105467,105.52999877929688,135348300.0,0.0,0.0,2.5800018310546733,0.0,2.5800018310546733,37.63931965712074,100.08000183105467,124.61000061035156,22.217681285993184,-77.78231871400682,-3.2838035392078524,-2.174725475955232,-0.03853865957184899,136754000.0,1.0
296,2022-03-09,AMD,108.41000366210938,111.70999908447266,106.8499984741211,111.0500030517578,102310300.0,0.0,0.0,5.520004272460923,0.0,5.520004272460923,47.21841522668014,100.08000183105467,124.61000061035156,44.72075730375377,-55.27924269624622,-3.132020638736023,-2.366191180117457,-0.04768028067483088,239064300.0,1.0
297,2022-03-10,AMD,108.88999938964844,109.06999969482422,103.06999969482422,106.45999908447266,102557400.0,0.0,0.0,-4.590003967285142,4.590003967285142,0.0,41.153289953734884,100.08000183105467,124.61000061035156,26.00895870733857,-73.99104129266144,-3.334362991647538,-2.559830940312164,-0.12060134452798599,136506900.0,-1.0
298,2022-03-11,AMD,108.12999725341795,108.19000244140624,104.08000183105467,104.29000091552734,87584400.0,0.0,0.0,-2.1699981689453125,2.1699981689453125,0.0,38.45855796539081,100.08000183105467,124.61000061035156,17.162655091633653,-82.83734490836635,-3.6238036781124947,-2.772630233455045,-0.15445107822263682,48922500.0,-1.0
299,2022-03-14,AMD,102.98999786376952,105.23999786376952,101.04000091552734,102.25,89731700.0,0.0,0.0,-2.0400009155273438,2.0400009155273438,0.0,35.908077107134844,100.08000183105467,124.61000061035156,8.846303615704974,-91.15369638429502,-3.9683111774080544,-3.0117706886539337,-0.10173066542019027,-40809200.0,-1.0
300,2022-03-15,AMD,102.66000366210938,109.69000244140624,101.79000091552734,109.33000183105467,112425500.0,0.0,0.0,7.080001831054673,0.0,7.080001831054673,49.357291377033924,100.08000183105467,124.61000061035156,37.70892971999217,-62.29107028000783,-3.6391492323196246,-3.1372481882617897,-0.07566788164195315,71616300.0,1.0
301,2022-03-16,AMD,111.5999984741211,115.41999816894533,109.88999938964844,115.37000274658205,113689800.0,0.0,0.0,6.040000915527372,0.0,6.040000915527372,58.02717640712298,100.08000183105467,124.61000061035156,62.33184539916081,-37.66815460083918,-2.8667432611603942,-3.0831465851104047,0.030273256724621778,185306100.0,1.0
302,2022-03-17,AMD,112.13999938964844,114.2699966430664,109.70999908447266,111.69000244140624,103201700.0,0.0,0.0,-3.6800003051758097,3.6800003051758097,0.0,51.7936771138538,100.08000183105467,124.61000061035156,47.329805088087916,-52.670194911912084,-2.517569123615715,-2.9700300595615463,0.030255499202083813,82104400.0,-1.0
303,2022-03-18,AMD,111.27999877929688,114.93000030517578,110.5500030517578,113.45999908447266,105834800.0,0.0,0.0,1.7699966430664205,0.0,1.7699966430664205,54.505915751416076,100.08000183105467,122.43000030517578,59.865763610277554,-40.134236389722446,-2.076326630868934,-2.7912880676644547,0.10208841619989872,187939200.0,1.0
304,2022-03-21,AMD,113.7300033569336,117.56999969482422,112.54000091552734,115.91999816894533,101905900.0,0.0,0.0,2.4599990844726705,0.0,2.4599990844726705,58.270980767959784,100.08000183105467,119.4800033569336,81.64945923721014,-18.350540762789866,-1.5136007816758053,-2.5357491165843435,0.0984554108768434,289845100.0,1.0
305,2022-03-22,AMD,115.43000030517578,117.9499969482422,113.80999755859376,114.77999877929688,101672600.0,0.0,0.0,-1.1399993896484517,1.1399993896484517,0.0,55.80163417848993,100.08000183105467,118.26000213623048,80.85806766492266,-19.141932335077342,-1.145237690542416,-2.2576455307396506,0.033588434264163025,188172500.0,-1.0
306,2022-03-23,AMD,114.29000091552734,117.5500030517578,112.20999908447266,113.91999816894533,90579200.0,0.0,0.0,-0.8600006103515483,0.8600006103515483,0.0,53.81651166960051,100.08000183105467,117.9499969482422,77.44823793812465,-22.55176206187535,-0.9113589358658771,-1.9883872043498947,0.07007325895760519,97593300.0,-1.0
