datetime,symbol,Open,High,Low,Close,Volume,Dividends,Stock Splits
2023-03-31,GOOG,101.70999908447266,104.19000244140625,101.44000244140625,104.0,28108000.0,0.0,0.0
2023-04-03,GOOG,102.66999816894531,104.94999694824219,102.37999725341797,104.91000366210938,20719900.0,0.0,0.0
2023-04-04,GOOG,104.83999633789062,106.0999984741211,104.5999984741211,105.12000274658203,20377200.0,0.0,0.0
2023-04-05,GOOG,106.12000274658203,106.54000091552734,104.10199737548828,104.94999694824219,21864200.0,0.0,0.0
2023-04-06,GOOG,105.7699966430664,109.62999725341797,104.81500244140625,108.9000015258789,34684200.0,0.0,0.0
2023-04-10,GOOG,107.38999938964844,107.97000122070312,105.5999984741211,106.94999694824219,19741500.0,0.0,0.0
2023-04-11,GOOG,106.91999816894531,107.22000122070312,105.27999877929688,106.12000274658203,18721300.0,0.0,0.0
2023-04-12,GOOG,107.38999938964844,107.58699798583984,104.97000122070312,105.22000122070312,22761600.0,0.0,0.0
2023-04-13,GOOG,106.47000122070312,108.26499938964844,106.44000244140625,108.19000244140625,21650700.0,0.0,0.0
2023-04-14,GOOG,107.69000244140625,109.58000183105469,107.58999633789062,109.45999908447266,20758700.0,0.0,0.0
2023-04-17,GOOG,105.43000030517578,106.70999908447266,105.31999969482422,106.41999816894531,29043400.0,0.0,0.0
2023-04-18,GOOG,107.0,107.05000305175781,104.77999877929688,105.12000274658203,17641400.0,0.0,0.0
2023-04-19,GOOG,104.21499633789062,105.7249984741211,103.80000305175781,105.0199966430664,16732000.0,0.0,0.0
2023-04-20,GOOG,104.6500015258789,106.88800048828125,104.63999938964844,105.9000015258789,22515300.0,0.0,0.0
2023-04-21,GOOG,106.08999633789062,106.63999938964844,105.48500061035156,105.91000366210938,22379000.0,0.0,0.0
2023-04-24,GOOG,106.05000305175781,107.31999969482422,105.36000061035156,106.77999877929688,21410900.0,0.0,0.0
2023-04-25,GOOG,106.61000061035156,107.44000244140625,104.55999755859375,104.61000061035156,31408100.0,0.0,0.0
2023-04-26,GOOG,105.55999755859375,107.0199966430664,103.2699966430664,104.44999694824219,37068200.0,0.0,0.0
2023-04-27,GOOG,105.2300033569336,109.1500015258789,104.41999816894531,108.37000274658203,38235200.0,0.0,0.0
2023-04-28,GOOG,107.80000305175781,108.29000091552734,106.04000091552734,108.22000122070312,23957900.0,0.0,0.0
2023-05-01,GOOG,107.72000122070312,108.68000030517578,107.5,107.70999908447266,20926300.0,0.0,0.0
2023-05-02,GOOG,107.66000366210938,107.7300033569336,104.5,105.9800033569336,20343100.0,0.0,0.0
2023-05-03,GOOG,106.22000122070312,108.12999725341797,105.62000274658203,106.12000274658203,17116300.0,0.0,0.0
2023-05-04,GOOG,106.16000366210938,106.30000305175781,104.69999694824219,105.20999908447266,19780600.0,0.0,0.0
2023-05-05,GOOG,105.31999969482422,106.44000244140625,104.73899841308594,106.21499633789062,20705300.0,0.0,0.0
2023-05-08,GOOG,105.79499816894531,108.41999816894531,105.79000091552734,108.23999786376953,17266000.0,0.0,0.0
2023-05-09,GOOG,108.77999877929688,110.59500122070312,107.7249984741211,107.94000244140625,24782400.0,0.0,0.0
2023-05-10,GOOG,108.55000305175781,113.51000213623047,108.4800033569336,112.27999877929688,47533500.0,0.0,0.0
2023-05-11,GOOG,115.86000061035156,118.44000244140625,114.93000030517578,116.9000015258789,57115100.0,0.0,0.0
2023-05-12,GOOG,117.0,118.26000213623047,116.55000305175781,117.91999816894531,31272500.0,0.0,0.0
2023-05-15,GOOG,116.48999786376953,118.79499816894531,116.4800033569336,116.95999908447266,22107900.0,0.0,0.0
2023-05-16,GOOG,116.83000183105469,121.19999694824219,116.83000183105469,120.08999633789062,32370100.0,0.0,0.0
2023-05-17,GOOG,120.18000030517578,122.27999877929688,119.45999908447266,121.4800033569336,26659600.0,0.0,0.0
2023-05-18,GOOG,121.55999755859375,123.9000015258789,121.48999786376953,123.5199966430664,27014500.0,0.0,0.0
2023-05-19,GOOG,124.19999694824219,126.47899627685547,122.72000122070312,123.25,30251300.0,0.0,0.0
2023-05-22,GOOG,123.51000213623047,127.05000305175781,123.44999694824219,125.87000274658203,29760200.0,0.0,0.0
2023-05-23,GOOG,124.93000030517578,125.41999816894531,123.05000305175781,123.29000091552734,24477900.0,0.0,0.0
2023-05-24,GOOG,121.87999725341797,122.75,120.75,121.63999938964844,23087900.0,0.0,0.0
2023-05-25,GOOG,125.20999908447266,125.9800033569336,122.9000015258789,124.3499984741211,33812700.0,0.0,0.0
2023-05-26,GOOG,124.06500244140625,126.0,123.29000091552734,125.43000030517578,25154700.0,0.0,0.0
2023-05-30,GOOG,126.29000091552734,126.37999725341797,122.88999938964844,124.63999938964844,27230700.0,0.0,0.0
2023-05-31,GOOG,123.69999694824219,124.9000015258789,123.0999984741211,123.37000274658203,41548800.0,0.0,0.0
2023-06-01,GOOG,123.5,125.04000091552734,123.30000305175781,124.37000274658203,25017700.0,0.0,0.0
2023-06-02,GOOG,124.48999786376953,126.74500274658203,124.3499984741211,125.2300033569336,19362400.0,0.0,0.0
2023-06-05,GOOG,124.61000061035156,127.98999786376953,124.37999725341797,126.62999725341797,22672500.0,0.0,0.0
2023-06-06,GOOG,126.5999984741211,128.8800048828125,125.97000122070312,127.91000366210938,19450100.0,0.0,0.0
2023-06-07,GOOG,127.57499694824219,129.5500030517578,122.62999725341797,122.94000244140625,34179300.0,0.0,0.0
2023-06-08,GOOG,122.58499908447266,123.7300033569336,122.01000213623047,122.66999816894531,24815000.0,0.0,0.0
2023-06-09,GOOG,122.55999755859375,124.28500366210938,122.41999816894531,122.87000274658203,20304500.0,0.0,0.0
2023-06-12,GOOG,123.3949966430664,124.75,122.3499984741211,124.3499984741211,22255700.0,0.0,0.0
2023-06-13,GOOG,125.6500015258789,125.86000061035156,123.84500122070312,124.43000030517578,19287700.0,0.0,0.0
2023-06-14,GOOG,123.80000305175781,124.79000091552734,122.16000366210938,124.37999725341797,24659600.0,0.0,0.0
2023-06-15,GOOG,123.87999725341797,126.16000366210938,123.13999938964844,125.79000091552734,24517100.0,0.0,0.0
2023-06-16,GOOG,126.69999694824219,126.69999694824219,123.79000091552734,124.05999755859375,56686800.0,0.0,0.0
2023-06-20,GOOG,123.53500366210938,125.17500305175781,122.83000183105469,123.8499984741211,22698000.0,0.0,0.0
2023-06-21,GOOG,123.23500061035156,123.41000366210938,120.86000061035156,121.26000213623047,22612000.0,0.0,0.0
2023-06-22,GOOG,120.66000366210938,123.93499755859375,119.5999984741211,123.87000274658203,20781900.0,0.0,0.0
2023-06-23,GOOG,122.04000091552734,123.44000244140625,121.86000061035156,123.0199966430664,29542900.0,0.0,0.0
2023-06-26,GOOG,121.46600341796875,122.72000122070312,118.98999786376953,119.08999633789062,23185000.0,0.0,0.0
2023-06-27,GOOG,117.83999633789062,119.8949966430664,116.91000366210938,119.01000213623047,27221700.0,0.0,0.0
2023-06-28,GOOG,117.95999908447266,121.2699966430664,117.5999984741211,121.08000183105469,19753100.0,0.0,0.0
2023-06-29,GOOG,120.08999633789062,120.91000366210938,119.20999908447266,120.01000213623047,18517500.0,0.0,0.0
2023-06-30,GOOG,121.0999984741211,122.02999877929688,120.87999725341797,120.97000122070312,23865800.0,0.0,0.0
2023-07-03,GOOG,120.31999969482422,121.0199966430664,119.70500183105469,120.55999755859375,13888300.0,0.0,0.0
2023-07-05,GOOG,120.05999755859375,123.37000274658203,120.05999755859375,122.62999725341797,17830300.0,0.0,0.0
2023-07-06,GOOG,120.63999938964844,121.1500015258789,119.25,120.93000030517578,17732500.0,0.0,0.0
2023-07-07,GOOG,120.88999938964844,121.75,120.08999633789062,120.13999938964844,20982400.0,0.0,0.0
2023-07-10,GOOG,119.06999969482422,119.06999969482422,116.63999938964844,116.87000274658203,32960100.0,0.0,0.0
2023-07-11,GOOG,116.76000213623047,118.2249984741211,115.83000183105469,117.70999908447266,18286600.0,0.0,0.0
2023-07-12,GOOG,119.30000305175781,120.95999908447266,119.0,119.62000274658203,22059600.0,0.0,0.0
2023-07-13,GOOG,121.54000091552734,125.33499908447266,121.05999755859375,124.83000183105469,31535900.0,0.0,0.0
2023-07-14,GOOG,125.12999725341797,127.08999633789062,124.9000015258789,125.69999694824219,20482800.0,0.0,0.0
2023-07-17,GOOG,126.05999755859375,127.27999877929688,124.5,125.05999755859375,20675300.0,0.0,0.0
2023-07-18,GOOG,124.90499877929688,124.98999786376953,123.30000305175781,124.08000183105469,21071200.0,0.0,0.0
2023-07-19,GOOG,124.79000091552734,125.47000122070312,122.47000122070312,122.77999877929688,22313800.0,0.0,0.0
2023-07-20,GOOG,122.12000274658203,124.69999694824219,118.68499755859375,119.52999877929688,27541700.0,0.0,0.0
2023-07-21,GOOG,120.87000274658203,121.30000305175781,119.06999969482422,120.30999755859375,56498100.0,0.0,0.0
2023-07-24,GOOG,121.9260025024414,123.3499984741211,121.37999725341797,121.87999725341797,22276100.0,0.0,0.0
2023-07-25,GOOG,121.87999725341797,123.69000244140625,121.52999877929688,122.79000091552734,31820800.0,0.0,0.0
2023-07-26,GOOG,130.36000061035156,131.3699951171875,128.7100067138672,129.66000366210938,46216900.0,0.0,0.0
2023-07-27,GOOG,131.8000030517578,133.60000610351562,129.17999267578125,129.8699951171875,35931600.0,0.0,0.0
2023-07-28,GOOG,130.97000122070312,134.07000732421875,130.9199981689453,133.00999450683594,26971000.0,0.0,0.0
2023-07-31,GOOG,133.00999450683594,133.8300018310547,132.1300048828125,133.11000061035156,18381900.0,0.0,0.0
2023-08-01,GOOG,130.85499572753906,132.9199981689453,130.75,131.88999938964844,22154300.0,0.0,0.0
2023-08-02,GOOG,129.83999633789062,130.4199981689453,127.8499984741211,128.63999938964844,22705800.0,0.0,0.0
2023-08-03,GOOG,128.3699951171875,129.77000427246094,127.7750015258789,128.77000427246094,15018100.0,0.0,0.0
2023-08-04,GOOG,129.60000610351562,131.92999267578125,128.31500244140625,128.5399932861328,20509500.0,0.0,0.0
2023-08-07,GOOG,129.50999450683594,132.05999755859375,129.42999267578125,131.94000244140625,17621000.0,0.0,0.0
2023-08-08,GOOG,130.97999572753906,131.94000244140625,130.1300048828125,131.83999633789062,16836000.0,0.0,0.0
2023-08-09,GOOG,132.19000244140625,132.47000122070312,129.5050048828125,130.14999389648438,17745200.0,0.0,0.0
2023-08-10,GOOG,131.97000122070312,132.64700317382812,130.03500366210938,130.2100067138672,17855700.0,0.0,0.0
2023-08-11,GOOG,129.20199584960938,130.44000244140625,128.75,130.1699981689453,15191500.0,0.0,0.0
2023-08-14,GOOG,129.85000610351562,131.91000366210938,129.58999633789062,131.8300018310547,17526200.0,0.0,0.0
2023-08-15,GOOG,131.58999633789062,131.99000549316406,129.81900024414062,130.27000427246094,14769200.0,0.0,0.0
2023-08-16,GOOG,129.27999877929688,130.8979949951172,128.4600067138672,129.11000061035156,17548400.0,0.0,0.0
2023-08-17,GOOG,130.4499969482422,132.49099731445312,129.85000610351562,130.4600067138672,23665600.0,0.0,0.0
2023-08-18,GOOG,129.05999755859375,129.8300018310547,127.0,128.11000061035156,23619400.0,0.0,0.0
2023-08-21,GOOG,127.8499984741211,129.25999450683594,127.16000366210938,128.92999267578125,21851100.0,0.0,0.0
2023-08-22,GOOG,129.1300048828125,130.9499969482422,128.9250030517578,129.69000244140625,15569400.0,0.0,0.0
2023-08-23,GOOG,130.85000610351562,134.07000732421875,130.50999450683594,133.2100067138672,26497000.0,0.0,0.0
2023-08-24,GOOG,134.7270050048828,134.97000122070312,130.3000030517578,130.4199981689453,18680400.0,0.0,0.0
2023-08-25,GOOG,130.13999938964844,131.39999389648438,128.0399932861328,130.69000244140625,20678100.0,0.0,0.0
2023-08-28,GOOG,132.0800018310547,133.24000549316406,130.85000610351562,131.7899932861328,16715500.0,0.0,0.0
2023-08-29,GOOG,132.9980010986328,137.2949981689453,132.97999572753906,135.49000549316406,30803300.0,0.0,0.0
2023-08-30,GOOG,135.57000732421875,137.25,135.02099609375,136.92999267578125,21773400.0,0.0,0.0
2023-08-31,GOOG,137.0500030517578,138.39999389648438,136.82000732421875,137.35000610351562,28147900.0,0.0,0.0
2023-09-01,GOOG,138.42999267578125,138.5800018310547,135.94000244140625,136.8000030517578,16665700.0,0.0,0.0
2023-09-05,GOOG,136.44000244140625,137.3699951171875,135.55999755859375,136.7100067138672,17730200.0,0.0,0.0
2023-09-06,GOOG,137.01499938964844,137.47999572753906,134.69000244140625,135.3699951171875,15814300.0,0.0,0.0
2023-09-07,GOOG,134.60000610351562,136.5800018310547,133.9600067138672,136.1999969482422,16976000.0,0.0,0.0
2023-09-08,GOOG,135.8699951171875,137.51499938964844,135.8699951171875,137.1999969482422,17810700.0,0.0,0.0
2023-09-11,GOOG,137.3800048828125,138.26400756835938,136.5500030517578,137.74000549316406,17180800.0,0.0,0.0
2023-09-12,GOOG,137.1300048828125,137.63999938964844,135.92999267578125,136.07000732421875,15212900.0,0.0,0.0
2023-09-13,GOOG,135.89999389648438,137.6999969482422,134.92999267578125,137.5,16394900.0,0.0,0.0
2023-09-14,GOOG,138.38999938964844,139.5500030517578,137.05999755859375,138.99000549316406,19064600.0,0.0,0.0
2023-09-15,GOOG,138.8000030517578,139.36000061035156,137.17999267578125,138.3000030517578,48947600.0,0.0,0.0
2023-09-18,GOOG,137.6300048828125,139.92999267578125,137.6300048828125,138.9600067138672,16233600.0,0.0,0.0
2023-09-19,GOOG,138.25,139.1750030517578,137.5,138.8300018310547,15479100.0,0.0,0.0
2023-09-20,GOOG,138.8300018310547,138.83999633789062,134.52000427246094,134.58999633789062,21473500.0,0.0,0.0
2023-09-21,GOOG,132.38999938964844,133.19000244140625,131.08999633789062,131.36000061035156,22042700.0,0.0,0.0
2023-09-22,GOOG,131.67999267578125,133.00999450683594,130.50999450683594,131.25,17348700.0,0.0,0.0
2023-09-25,GOOG,130.77000427246094,132.22000122070312,130.02999877929688,132.1699981689453,14650000.0,0.0,0.0
2023-09-26,GOOG,130.91400146484375,131.40499877929688,128.19000244140625,129.4499969482422,20378800.0,0.0,0.0
2023-09-27,GOOG,129.44000244140625,131.72000122070312,129.3800048828125,131.4600067138672,18764200.0,0.0,0.0
2023-09-28,GOOG,130.69000244140625,134.17999267578125,130.69000244140625,133.1300048828125,18201400.0,0.0,0.0
2023-09-29,GOOG,134.0800018310547,134.88999938964844,131.32000732421875,131.85000610351562,23224200.0,0.0,0.0
2023-10-02,GOOG,132.15499877929688,135.36000061035156,132.06500244140625,135.1699981689453,19210400.0,0.0,0.0
2023-10-03,GOOG,134.92999267578125,135.24000549316406,132.81500244140625,133.3000030517578,19628700.0,0.0,0.0
2023-10-04,GOOG,133.66000366210938,136.57000732421875,133.42999267578125,136.27000427246094,22848000.0,0.0,0.0
2023-10-05,GOOG,136.1300048828125,136.5,134.4550018310547,135.99000549316406,15922900.0,0.0,0.0
2023-10-06,GOOG,134.94000244140625,139.18600463867188,134.94000244140625,138.72999572753906,20819300.0,0.0,0.0
2023-10-09,GOOG,137.99000549316406,139.97000122070312,136.6999969482422,139.5,16599100.0,0.0,0.0
2023-10-10,GOOG,139.50999450683594,140.74000549316406,138.42999267578125,139.1999969482422,19554900.0,0.0,0.0
2023-10-11,GOOG,139.85000610351562,142.22000122070312,139.83999633789062,141.6999969482422,20146300.0,0.0,0.0
2023-10-12,GOOG,142.16000366210938,142.3800048828125,139.4499969482422,140.2899932861328,18173100.0,0.0,0.0
2023-10-13,GOOG,140.64999389648438,141.33999633789062,137.97000122070312,138.5800018310547,19438700.0,0.0,0.0
2023-10-16,GOOG,139.72999572753906,140.90499877929688,139.32000732421875,140.49000549316406,17345600.0,0.0,0.0
2023-10-17,GOOG,140.02999877929688,141.25,138.5290069580078,140.99000549316406,17424000.0,0.0,0.0
2023-10-18,GOOG,140.75,141.99000549316406,138.7050018310547,139.27999877929688,18304900.0,0.0,0.0
2023-10-19,GOOG,139.8000030517578,141.0050048828125,138.60000610351562,138.97999572753906,21831200.0,0.0,0.0
2023-10-20,GOOG,138.58999633789062,139.0399932861328,136.2449951171875,136.74000549316406,24953900.0,0.0,0.0
2023-10-23,GOOG,136.22999572753906,139.02000427246094,135.11000061035156,137.89999389648438,20780700.0,0.0,0.0
2023-10-24,GOOG,139.16000366210938,140.7100067138672,138.75,140.1199951171875,26535200.0,0.0,0.0
2023-10-25,GOOG,129.77000427246094,130.10000610351562,126.08999633789062,126.66999816894531,58796100.0,0.0,0.0
2023-10-26,GOOG,124.47000122070312,125.45999908447266,122.31999969482422,123.44000244140625,33907400.0,0.0,0.0
2023-10-27,GOOG,124.02999877929688,124.44000244140625,121.45999908447266,123.4000015258789,37367700.0,0.0,0.0
2023-10-30,GOOG,124.45999908447266,126.55000305175781,123.87999725341797,125.75,24165600.0,0.0,0.0
2023-10-31,GOOG,126.2699966430664,126.55999755859375,123.92500305175781,125.30000305175781,21123400.0,0.0,0.0
2023-11-01,GOOG,125.33999633789062,127.73999786376953,124.92500305175781,127.56999969482422,26536600.0,0.0,0.0
2023-11-02,GOOG,129.55999755859375,130.08999633789062,128.11000061035156,128.5800018310547,24091700.0,0.0,0.0
2023-11-03,GOOG,129.08999633789062,130.72999572753906,129.00999450683594,130.3699951171875,19517900.0,0.0,0.0
2023-11-06,GOOG,130.22000122070312,131.55999755859375,129.92999267578125,131.4499969482422,15360400.0,0.0,0.0
2023-11-07,GOOG,131.97999572753906,133.27999877929688,131.13999938964844,132.39999389648438,19223800.0,0.0,0.0
2023-11-08,GOOG,132.36000061035156,133.5399932861328,132.16000366210938,133.25999450683594,15093600.0,0.0,0.0
2023-11-09,GOOG,133.36000061035156,133.9600067138672,131.50999450683594,131.69000244140625,17976500.0,0.0,0.0
2023-11-10,GOOG,131.52999877929688,134.27000427246094,130.8699951171875,134.05999755859375,20872900.0,0.0,0.0
2023-11-13,GOOG,133.36000061035156,134.11000061035156,132.77000427246094,133.63999938964844,16409900.0,0.0,0.0
2023-11-14,GOOG,135.64999389648438,137.24000549316406,135.10000610351562,135.42999267578125,22317300.0,0.0,0.0
2023-11-15,GOOG,136.63999938964844,136.83999633789062,135.3300018310547,136.3800048828125,15840900.0,0.0,0.0
2023-11-16,GOOG,136.9600067138672,138.8800048828125,136.0800018310547,138.6999969482422,17615100.0,0.0,0.0
2023-11-17,GOOG,137.82000732421875,138.0,135.47999572753906,136.94000244140625,25565300.0,0.0,0.0
2023-11-20,GOOG,135.5,138.4250030517578,135.49000549316406,137.9199981689453,19569400.0,0.0,0.0
2023-11-21,GOOG,137.94000244140625,138.96499633789062,137.7050018310547,138.6199951171875,17648100.0,0.0,0.0
2023-11-22,GOOG,139.10000610351562,141.10000610351562,139.0,140.02000427246094,17306400.0,0.0,0.0
2023-11-24,GOOG,139.5399932861328,139.677001953125,137.47000122070312,138.22000122070312,8828600.0,0.0,0.0
2023-11-27,GOOG,137.57000732421875,139.6300048828125,137.5399932861328,138.0500030517578,17886400.0,0.0,0.0
2023-11-28,GOOG,137.6300048828125,138.66000366210938,137.0399932861328,138.6199951171875,17046900.0,0.0,0.0
2023-11-29,GOOG,138.98500061035156,139.6699981689453,136.2949981689453,136.39999389648438,21014700.0,0.0,0.0
2023-11-30,GOOG,136.39999389648438,136.9600067138672,132.7899932861328,133.9199981689453,29913500.0,0.0,0.0
2023-12-01,GOOG,133.32000732421875,133.5,132.15199279785156,133.32000732421875,24258400.0,0.0,0.0
2023-12-04,GOOG,131.29400634765625,131.4499969482422,129.39999389648438,130.6300048828125,24117100.0,0.0,0.0
2023-12-05,GOOG,130.3699951171875,133.5399932861328,129.72999572753906,132.38999938964844,19235100.0,0.0,0.0
2023-12-06,GOOG,132.89999389648438,133.30999755859375,131.30999755859375,131.42999267578125,16360600.0,0.0,0.0
2023-12-07,GOOG,136.60000610351562,140.0,136.22999572753906,138.4499969482422,38419400.0,0.0,0.0
2023-12-08,GOOG,135.66000366210938,137.99000549316406,135.57000732421875,136.63999938964844,22990900.0,0.0,0.0
2023-12-11,GOOG,133.82000732421875,134.7899932861328,132.88999938964844,134.6999969482422,24502900.0,0.0,0.0
2023-12-12,GOOG,133.27000427246094,134.5399932861328,132.8300018310547,133.63999938964844,26584000.0,0.0,0.0
2023-12-13,GOOG,134.5449981689453,134.77999877929688,132.9499969482422,133.97000122070312,25414500.0,0.0,0.0
2023-12-14,GOOG,134.77000427246094,135.03500366210938,131.05999755859375,133.1999969482422,29619100.0,0.0,0.0
2023-12-15,GOOG,132.9199981689453,134.8300018310547,132.6300048828125,133.83999633789062,58569400.0,0.0,0.0
2023-12-18,GOOG,133.86000061035156,138.3800048828125,133.77000427246094,137.19000244140625,25699800.0,0.0,0.0
2023-12-19,GOOG,138.0,138.77000427246094,137.4499969482422,138.10000610351562,20661000.0,0.0,0.0
